"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","고등부1학년 전입학생수","고등부1학년 전출학생수","고등부1학년 전체학생수","고등부2학년 전입학생수","고등부2학년 전출학생수","고등부2학년 전체학생수","고등부3학년 전입학생수","고등부3학년 전출학생수","고등부3학년 전체학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000441","배명고등학교","04","사립","N","","25","18","467","4","3","425","2","2","474","31","23","1366"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000442","배문고등학교","04","사립","N","","3","9","315","0","1","312","0","1","345","3","11","972"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000443","배재고등학교","04","사립","N","","19","40","431","3","8","405","0","0","431","22","48","1267"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000444","배화여자고등학교","04","사립","N","","9","8","278","4","3","272","0","0","355","13","11","905"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000445","백암고등학교","04","사립","N","","10","44","463","6","12","463","4","1","487","20","57","1413"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000446","보성고등학교","04","사립","N","","28","16","505","6","6","485","1","1","529","35","23","1519"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000447","보성여자고등학교","04","사립","N","","13","9","202","6","5","161","0","1","200","19","15","563"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000448","삼성고등학교","04","공립","N","","18","11","268","21","6","232","0","1","295","39","18","795"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000449","상계고등학교","04","공립","N","","25","21","525","10","9","515","2","0","490","37","30","1530"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000450","상명대학교사범대학부속여자고등학교","04","사립","N","","6","9","313","2","3","296","0","0","343","8","12","952"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000451","상명고등학교","04","사립","N","","24","18","427","11","10","423","0","6","440","35","34","1290"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000452","상문고등학교","04","사립","N","","23","10","524","7","1","555","1","0","594","31","11","1673"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000453","상일여자고등학교","04","사립","N","","9","5","404","2","5","455","0","0","457","11","10","1316"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000454","서라벌고등학교","04","사립","N","","25","15","640","10","13","676","0","0","667","35","28","1983"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000455","서문여자고등학교","04","사립","N","","24","30","527","11","6","510","1","1","512","36","37","1549"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000456","서울고등학교","04","공립","N","","36","27","598","19","15","604","0","0","611","55","42","1813"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000458","서울미술고등학교","04","사립","N","","11","9","210","2","4","210","0","0","231","13","13","651"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000459","서울세종고등학교","04","사립","N","","26","27","340","15","7","341","2","2","347","43","36","1028"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000460","서울여자고등학교","04","공립","N","","9","22","350","4","12","381","1","2","481","14","36","1212"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000461","서울체육고등학교","04","공립","N","","8","20","143","2","2","132","0","0","138","10","22","413"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000463","서초고등학교","04","공립","N","","41","36","422","7","14","423","1","1","401","49","51","1246"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000464","석관고등학교","04","공립","N","","20","11","392","7","7","446","2","2","451","29","20","1289"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000465","선덕고등학교","04","사립","N","","12","39","405","2","16","365","0","0","343","14","55","1113"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000466","선일여자고등학교","04","사립","N","","18","19","437","11","2","482","0","1","429","29","22","1348"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000467","선정고등학교","04","사립","N","","25","19","517","12","9","510","0","0","537","37","28","1564"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000468","성남고등학교","04","사립","N","","45","21","491","6","8","514","1","0","490","52","29","1495"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000469","성동고등학교","04","공립","N","","11","13","300","2","4","294","0","0","277","13","17","871"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000470","성보고등학교","04","사립","N","","10","12","357","3","2","348","2","0","405","15","14","1110"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000471","성신여자고등학교","04","사립","N","","16","13","418","6","3","438","0","0","434","22","16","1290"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000472","성심여자고등학교","04","사립","N","","13","14","300","4","3","275","0","0","268","17","17","843"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000473","세화고등학교","04","사립","N","","26","34","397","1","9","395","0","1","406","27","44","1198"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000474","세화여자고등학교","04","사립","N","","35","24","383","5","7","392","1","0","414","41","31","1189"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000475","송곡고등학교","04","사립","N","","27","19","424","10","6","429","0","0","439","37","25","1292"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000476","송곡여자고등학교","04","사립","N","","15","9","380","7","3","400","0","0","427","22","12","1207"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000477","수도여자고등학교","04","공립","N","","15","12","438","1","3","451","0","1","452","16","16","1341"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000478","수락고등학교","04","공립","N","","7","18","284","3","3","278","1","0","263","11","21","825"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000479","숙명여자고등학교","04","사립","N","","19","8","606","3","5","623","0","0","589","22","13","1818"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000480","숭문고등학교","04","사립","N","","11","22","218","0","1","257","0","0","245","11","23","720"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000481","숭실고등학교","04","사립","N","","25","15","477","9","10","499","0","2","481","34","27","1457"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000482","숭의여자고등학교","04","사립","N","","23","38","388","4","3","393","1","0","393","28","41","1174"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000483","신광여자고등학교","04","사립","N","","12","4","158","4","1","160","0","1","167","16","6","485"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000484","신림고등학교","04","공립","N","","43","26","289","26","12","318","4","5","362","73","43","969"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000485","신목고등학교","04","공립","N","","40","21","563","19","19","566","2","3","619","61","43","1748"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000486","신일고등학교","04","사립","N","","6","23","384","7","9","361","2","3","378","15","35","1123"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000487","양재고등학교","04","공립","N","","17","28","426","11","6","427","5","2","393","33","36","1246"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000488","양정고등학교","04","사립","N","","14","16","437","9","9","440","0","2","461","23","27","1338"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000489","양천고등학교","04","사립","N","","11","16","440","6","10","430","0","0","437","17","26","1307"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000490","목동고등학교","04","사립","N","","7","11","623","5","9","623","0","0","624","12","20","1870"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000491","언남고등학교","04","공립","N","","24","26","357","11","8","288","2","1","350","37","35","995"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000492","여의도고등학교","04","공립","N","","36","18","349","20","13","409","0","0","437","56","31","1195"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000493","여의도여자고등학교","04","공립","N","","26","8","328","6","3","355","1","0","399","33","11","1082"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000494","염광고등학교","04","사립","N","","14","9","350","9","5","340","1","0","373","24","14","1063"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000495","영동고등학교","04","사립","N","","17","11","495","9","7","549","4","0","494","30","18","1538"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000496","영동일고등학교","04","사립","N","","24","15","505","7","7","510","0","1","531","31","23","1546"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000497","영등포고등학교","04","공립","N","","29","28","290","10","7","298","1","0","318","40","35","906"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000498","영등포여자고등학교","04","공립","N","","11","10","336","5","3","353","0","0","460","16","13","1149"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000499","영락고등학교","04","사립","N","","40","14","230","14","5","244","1","0","263","55","19","737"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000500","서울영상고등학교","04","사립","N","","3","3","149","0","0","148","0","0","149","3","3","446"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000501","영신고등학교","04","공립","N","","17","12","424","11","5","441","2","1","492","30","18","1357"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000502","영신여자고등학교","04","사립","N","","10","8","452","6","1","477","0","1","482","16","10","1411"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000503","영일고등학교","04","사립","N","","19","8","485","4","5","522","1","0","563","24","13","1570"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000504","영파여자고등학교","04","사립","N","","16","21","485","6","5","542","1","1","532","23","27","1559"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000505","영훈고등학교","04","사립","N","","12","10","535","7","3","529","1","0","510","20","13","1574"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000506","예일여자고등학교","04","사립","N","","16","17","497","4","6","533","0","0","524","20","23","1554"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000507","오금고등학교","04","공립","N","","8","14","452","6","8","450","0","1","493","14","23","1395"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000508","오류고등학교","04","사립","N","","11","11","293","4","2","308","0","0","325","15","13","926"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000509","오산고등학교","04","사립","N","","19","17","317","0","11","319","1","0","332","20","28","968"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000510","용문고등학교","04","사립","N","","34","15","484","0","5","102","0","0","116","34","20","702"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000511","용산고등학교","04","공립","N","","19","17","464","9","2","494","1","1","442","29","20","1400"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000512","용화여자고등학교","04","사립","N","","12","5","502","2","9","510","0","0","517","14","14","1529"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000513","우신고등학교","04","사립","N","","25","73","288","1","20","211","2","1","307","28","94","806"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000514","은광여자고등학교","04","사립","N","","10","18","442","9","4","449","0","1","468","19","23","1359"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000515","은평메디텍고등학교","04","사립","N","","1","2","200","2","1","197","0","0","184","3","3","581"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000516","이화여자고등학교","04","사립","N","","22","46","435","7","10","421","2","0","419","31","56","1275"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000517","이화여자대학교사범대학부속이화금란고등학교","04","사립","N","","21","25","413","7","10","394","1","0","412","29","35","1219"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000518","인창고등학교","04","사립","N","","29","19","308","13","6","349","0","0","327","42","25","984"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000519","인헌고등학교","04","공립","N","","18","17","258","2","11","283","0","3","308","20","31","849"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000521","자양고등학교","04","공립","N","","33","21","468","14","5","498","0","0","504","47","26","1470"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000522","잠신고등학교","04","공립","N","","11","14","405","14","3","464","2","0","539","27","17","1408"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000523","잠실고등학교","04","공립","N","","22","17","374","8","4","440","1","1","565","31","22","1379"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000524","잠실여자고등학교","04","사립","N","","22","18","485","3","11","569","1","0","531","26","29","1585"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000525","장충고등학교","04","사립","N","","15","15","239","3","4","248","2","0","244","20","19","731"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000526","장훈고등학교","04","사립","N","","9","64","409","5","18","273","0","1","261","14","83","943"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000527","재현고등학교","04","사립","N","","16","10","528","1","7","490","0","0","580","17","17","1598"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000528","정신여자고등학교","04","사립","N","","20","11","472","7","2","505","2","0","520","29","13","1497"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000529","정의여자고등학교","04","사립","N","","7","8","463","1","3","472","2","1","493","10","12","1428"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000530","중경고등학교","04","공립","N","","9","45","228","3","8","197","1","0","187","13","53","612"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000531","중동고등학교","04","사립","N","","20","15","399","6","2","398","0","0","429","26","17","1226"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000532","중산고등학교","04","사립","N","","11","8","477","5","3","492","1","0","501","17","11","1470"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000533","중앙고등학교","04","사립","N","","30","48","338","5","11","323","0","0","339","35","59","1000"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000534","중앙대학교사범대학부속고등학교","04","사립","N","","13","29","480","11","13","478","0","0","516","24","42","1474"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000535","중앙여자고등학교","04","사립","N","","17","12","355","10","10","328","1","1","332","28","23","1015"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000536","중화고등학교","04","공립","N","","24","13","335","11","3","330","1","1","428","36","17","1093"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000537","진명여자고등학교","04","사립","N","","9","12","637","7","5","671","3","0","660","19","17","1968"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000538","진선여자고등학교","04","사립","N","","29","12","479","4","5","466","3","1","498","36","18","1443"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000539","창덕여자고등학교","04","공립","N","","22","9","464","3","2","528","0","1","537","25","12","1529"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000540","창동고등학교","04","공립","N","","16","10","517","10","5","533","1","1","490","27","16","1540"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000541","창문여자고등학교","04","사립","N","","9","15","519","13","3","524","0","1","491","22","19","1534"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000542","청담고등학교","04","공립","N","","25","25","377","5","11","343","1","2","378","31","38","1098"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000543","청량고등학교","04","공립","N","","17","12","384","5","4","340","0","0","339","22","16","1063"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000544","청원고등학교","04","사립","N","","10","14","660","1","10","667","0","0","678","11","24","2005"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000545","청원여자고등학교","04","사립","N","","11","16","516","7","4","522","1","1","520","19","21","1558"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000546","충암고등학교","04","사립","N","","14","15","497","3","13","574","0","0","582","17","28","1653"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000547","태릉고등학교","04","공립","N","","7","0","439","2","0","456","0","0","462","9","0","1357"
