"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","고등부1학년 전입학생수","고등부1학년 전출학생수","고등부1학년 전체학생수","고등부2학년 전입학생수","고등부2학년 전출학생수","고등부2학년 전체학생수","고등부3학년 전입학생수","고등부3학년 전출학생수","고등부3학년 전체학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000378","경문고등학교","04","사립","N","","9","41","319","2","1","280","0","0","259","11","42","858"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000379","경복고등학교","04","공립","N","","0","0","410","7","11","416","3","0","509","10","11","1335"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000380","경복여자고등학교","04","사립","N","","6","11","262","5","5","234","0","0","278","11","16","774"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000381","경성고등학교","04","사립","N","","21","19","272","9","2","251","0","0","304","30","21","827"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000382","경신고등학교","04","사립","N","","14","12","339","2","10","333","0","0","372","16","22","1044"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000383","경인고등학교","04","공립","N","","31","18","426","10","4","459","1","0","496","42","22","1381"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000384","경희고등학교","04","사립","N","","10","25","280","1","4","259","0","0","261","11","29","800"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000385","경희여자고등학교","04","사립","N","","8","14","277","2","0","255","0","0","266","10","14","798"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000386","계성고등학교","04","사립","N","","10","13","263","3","3","204","0","0","242","13","16","709"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000387","고려대학교사범대학부속고등학교","04","사립","N","","13","11","304","6","3","278","0","0","349","19","14","931"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000388","고척고등학교","04","공립","N","","16","4","319","2","2","331","0","0","327","18","6","977"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000389","공항고등학교","04","공립","N","","16","16","218","12","2","251","0","0","248","28","18","717"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000390","관악고등학교","04","공립","N","","26","14","282","6","5","333","2","0","400","34","19","1015"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000391","광남고등학교","04","공립","N","","27","32","528","15","6","639","2","2","640","44","40","1807"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000392","광문고등학교","04","사립","N","","25","17","446","9","5","432","0","1","446","34","23","1324"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000393","광성고등학교","04","사립","N","","16","6","276","9","3","276","0","0","316","25","9","868"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000394","광신고등학교","04","사립","N","","9","8","282","4","3","337","0","0","385","13","11","1004"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000395","광양고등학교","04","공립","N","","11","26","295","2","11","254","0","1","317","13","38","866"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000396","광영고등학교","04","사립","N","","0","3","359","3","0","433","0","0","441","3","3","1233"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000397","광영여자고등학교","04","사립","N","","8","10","412","2","7","411","0","0","472","10","17","1295"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000398","구로고등학교","04","공립","N","","27","17","341","13","8","378","2","2","432","42","27","1151"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000399","구일고등학교","04","공립","N","","36","19","393","14","2","424","2","1","470","52","22","1287"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000400","압구정고등학교","04","공립","N","","14","25","376","12","4","334","0","3","413","26","32","1123"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000401","금옥여자고등학교","04","공립","N","","7","9","335","5","2","295","0","0","280","12","11","910"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000402","금천고등학교","04","공립","N","","18","10","337","4","3","322","0","1","317","22","14","976"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000403","남강고등학교","04","사립","N","","15","10","294","4","8","342","0","1","397","19","19","1033"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000404","노원고등학교","04","공립","N","","15","21","268","7","6","290","1","0","339","23","27","897"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000405","단국대학교사범대학부속고등학교","04","사립","N","","12","14","557","6","5","558","0","0","564","18","19","1679"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000406","당곡고등학교","04","공립","N","","22","12","322","5","2","347","0","1","315","27","15","984"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000407","대광고등학교","04","사립","N","","11","14","351","1","3","303","0","1","313","12","18","967"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000408","대성고등학교","04","사립","N","","13","12","353","2","11","340","0","0","399","15","23","1092"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000409","대신고등학교","04","사립","N","","17","14","299","4","9","331","0","0","325","21","23","955"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000410","대영고등학교","04","공립","N","","21","10","272","3","3","289","1","0","290","25","13","851"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000411","대원고등학교","04","사립","N","","20","6","345","14","5","420","1","0","418","35","11","1183"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000412","대원여자고등학교","04","사립","N","","24","20","360","13","12","380","0","3","439","37","35","1179"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000413","대일고등학교","04","사립","N","","14","16","398","2","5","497","1","1","514","17","22","1409"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000414","대진고등학교","04","사립","N","","22","22","524","7","8","546","1","2","532","30","32","1602"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000415","대진여자고등학교","04","사립","N","","19","14","533","1","1","544","0","0","530","20","15","1607"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000416","대진디자인고등학교","04","사립","N","","7","4","236","3","6","213","0","0","208","10","10","657"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000417","덕성여자고등학교","04","사립","N","","4","12","260","0","6","288","0","2","299","4","20","847"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000418","덕원여자고등학교","04","사립","N","","10","8","462","4","5","500","0","0","519","14","13","1481"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000419","독산고등학교","04","공립","N","","13","13","266","5","2","319","0","0","337","18","15","922"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000420","동국대학교사범대학부속고등학교","04","사립","N","","20","17","406","6","7","440","2","1","467","28","25","1313"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000421","동덕여자고등학교","04","사립","N","","20","20","454","13","4","459","0","0","499","33","24","1412"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000422","동명여자고등학교","04","사립","N","","15","9","430","4","9","427","2","3","494","21","21","1351"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000423","동북고등학교","04","사립","N","","28","19","500","5","7","529","0","1","542","33","27","1571"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000424","동성고등학교","04","사립","N","","19","31","368","1","10","355","1","1","354","21","42","1077"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000425","동일여자고등학교","04","사립","N","","10","13","341","2","12","373","0","0","467","12","25","1181"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000426","서울매그넷고등학교","04","사립","N","","4","11","313","1","6","296","0","0","339","5","17","948"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000427","동작고등학교","04","공립","N","","22","16","278","14","2","333","0","0","420","36","18","1031"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000428","둔촌고등학교","04","공립","N","","19","18","312","3","8","354","1","0","393","23","26","1059"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000429","마포고등학교","04","사립","N","","11","8","335","4","4","358","0","1","404","15","13","1097"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000430","면목고등학교","04","공립","N","","9","13","282","3","2","288","0","2","293","12","17","863"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000431","명덕고등학교","04","사립","N","","5","13","378","2","7","362","1","0","383","8","20","1123"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000432","명덕여자고등학교","04","사립","N","","12","11","523","6","9","551","0","1","572","18","21","1646"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000433","동국대학교사범대학부속여자고등학교","04","사립","N","","11","13","363","6","2","406","2","0","401","19","15","1170"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000434","명일여자고등학교","04","공립","N","","6","13","236","5","4","301","0","0","353","11","17","890"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000435","명지고등학교","04","사립","N","","17","21","569","7","5","558","2","1","573","26","27","1700"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000436","무학여자고등학교","04","공립","N","","21","14","399","3","7","391","1","0","451","25","21","1241"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000437","서울문영여자고등학교","04","사립","N","","18","20","307","3","4","302","0","1","350","21","25","959"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000438","문일고등학교","04","사립","N","","15","14","393","10","12","525","3","1","481","28","27","1399"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000439","미림여자고등학교","04","사립","N","","17","114","236","8","23","244","1","0","193","26","137","673"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000440","반포고등학교","04","공립","N","","16","19","378","4","5","391","2","2","406","22","26","1175"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000441","배명고등학교","04","사립","N","","28","11","350","3","1","390","2","0","463","33","12","1203"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000442","배문고등학교","04","사립","N","","3","10","262","0","3","300","0","1","302","3","14","864"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000443","배재고등학교","04","사립","N","","45","54","441","5","13","355","1","0","405","51","67","1201"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000444","배화여자고등학교","04","사립","N","","11","8","278","1","5","277","1","0","266","13","13","821"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000445","백암고등학교","04","사립","N","","19","10","378","11","5","358","1","0","421","31","15","1157"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000446","보성고등학교","04","사립","N","","17","9","457","9","3","472","0","0","505","26","12","1434"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000447","보성여자고등학교","04","사립","N","","12","11","174","1","2","204","0","0","201","13","13","579"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000448","삼성고등학교","04","공립","N","","13","5","194","13","5","217","2","0","253","28","10","664"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000449","상계고등학교","04","공립","N","","9","6","421","10","2","420","0","3","512","19","11","1353"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000450","상명대학교사범대학부속여자고등학교","04","사립","N","","7","16","262","4","4","294","0","1","301","11","21","857"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000451","상명고등학교","04","사립","N","","29","21","375","18","7","355","0","2","409","47","30","1139"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000452","상문고등학교","04","사립","N","","24","15","508","2","9","530","0","2","520","26","26","1558"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000453","상일여자고등학교","04","사립","N","","6","7","322","4","2","411","1","2","401","11","11","1134"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000454","서라벌고등학교","04","사립","N","","20","17","583","5","6","583","0","1","631","25","24","1797"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000455","서문여자고등학교","04","사립","N","","21","15","475","4","13","554","0","0","510","25","28","1539"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000456","서울고등학교","04","공립","N","","18","7","611","6","10","598","0","1","599","24","18","1808"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000458","서울미술고등학교","04","사립","N","","10","7","204","8","1","192","0","0","207","18","8","603"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000459","서울세종고등학교","04","사립","N","","17","15","325","6","9","344","2","2","340","25","26","1009"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000460","서울여자고등학교","04","공립","N","","17","15","339","0","6","253","0","1","334","17","22","926"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000461","서울체육고등학교","04","공립","N","","9","12","143","0","6","120","0","0","128","9","18","391"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000463","서초고등학교","04","공립","N","","23","13","371","13","5","369","8","0","390","44","18","1130"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000464","석관고등학교","04","공립","N","","20","6","257","15","4","314","1","1","381","36","11","952"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000465","선덕고등학교","04","사립","N","","21","28","405","4","1","337","0","0","365","25","29","1107"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000466","선일여자고등학교","04","사립","N","","11","11","332","2","5","399","0","0","427","13","16","1158"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000467","선정고등학교","04","사립","N","","9","9","475","2","2","457","0","0","495","11","11","1427"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000468","성남고등학교","04","사립","N","","29","13","462","2","8","521","1","0","494","32","21","1477"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000469","성동고등학교","04","공립","N","","6","13","227","0","7","302","0","1","270","6","21","799"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000470","성보고등학교","04","사립","N","","10","6","308","4","1","324","0","2","342","14","9","974"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000471","성신여자고등학교","04","사립","N","","21","8","417","6","3","426","0","0","398","27","11","1241"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000472","성심여자고등학교","04","사립","N","","0","0","279","1","4","270","0","0","287","1","4","836"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000473","세화고등학교","04","사립","N","","1","10","406","3","3","361","0","0","384","4","13","1151"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000474","세화여자고등학교","04","사립","N","","22","12","399","10","6","361","1","1","389","33","19","1149"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000475","송곡고등학교","04","사립","N","","17","21","336","12","9","370","1","1","415","30","31","1121"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000476","송곡여자고등학교","04","사립","N","","8","14","272","2","4","323","0","1","383","10","19","978"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000477","수도여자고등학교","04","공립","N","","16","12","386","5","5","411","1","0","421","22","17","1218"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000478","수락고등학교","04","공립","N","","10","6","248","2","4","268","0","0","267","12","10","783"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000479","숙명여자고등학교","04","사립","N","","24","12","596","2","1","575","0","0","613","26","13","1784"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000480","숭문고등학교","04","사립","N","","3","24","272","2","6","227","0","1","203","5","31","702"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000481","숭실고등학교","04","사립","N","","0","0","465","0","0","466","0","3","476","0","3","1407"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000482","숭의여자고등학교","04","사립","N","","17","17","358","3","11","379","1","0","365","21","28","1102"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000483","신광여자고등학교","04","사립","N","","2","7","136","3","2","144","0","0","162","5","9","442"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000484","신림고등학교","04","공립","N","","23","10","224","6","10","231","1","3","284","30","23","739"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000485","신목고등학교","04","공립","N","","38","14","566","9","8","557","0","1","553","47","23","1676"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000486","신일고등학교","04","사립","N","","12","17","388","4","8","367","2","1","369","18","26","1124"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000487","양재고등학교","04","공립","N","","22","16","328","10","10","380","4","3","418","36","29","1126"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000488","양정고등학교","04","사립","N","","11","10","412","3","4","409","0","1","424","14","15","1245"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000489","양천고등학교","04","사립","N","","15","18","442","3","2","442","1","0","429","19","20","1313"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000490","목동고등학교","04","사립","N","","12","21","588","4","8","620","0","0","605","16","29","1813"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000491","언남고등학교","04","공립","N","","21","15","252","12","7","280","0","1","347","33","23","879"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000492","여의도고등학교","04","공립","N","","22","23","360","11","16","404","1","1","353","34","40","1117"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000493","여의도여자고등학교","04","공립","N","","13","9","275","9","8","336","0","0","337","22","17","948"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000494","염광고등학교","04","사립","N","","14","11","315","10","6","329","1","2","336","25","19","980"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000495","영동고등학교","04","사립","N","","11","12","432","8","5","523","0","1","511","19","18","1466"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000496","영동일고등학교","04","사립","N","","21","11","477","15","5","472","3","1","502","39","17","1451"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000497","영등포고등학교","04","공립","N","","5","11","196","6","10","226","0","0","284","11","21","706"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000498","영등포여자고등학교","04","공립","N","","20","19","242","3","3","275","1","0","331","24","22","848"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000499","영락고등학교","04","사립","N","","13","8","176","10","2","212","1","0","228","24","10","616"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000500","서울영상고등학교","04","사립","N","","2","0","160","0","1","155","0","0","148","2","1","463"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000501","영신고등학교","04","공립","N","","18","12","288","5","1","383","0","1","424","23","14","1095"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000502","영신여자고등학교","04","사립","N","","7","9","473","2","6","443","0","1","434","9","16","1350"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000503","영일고등학교","04","사립","N","","19","17","510","3","3","499","0","1","477","22","21","1486"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000504","영파여자고등학교","04","사립","N","","18","15","388","8","2","412","2","0","464","28","17","1264"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000505","영훈고등학교","04","사립","N","","13","7","416","12","4","404","0","1","517","25","12","1337"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000506","예일여자고등학교","04","사립","N","","19","17","479","6","8","494","0","1","476","25","26","1449"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000507","오금고등학교","04","공립","N","","19","13","353","5","5","348","3","1","447","27","19","1148"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000508","오류고등학교","04","사립","N","","10","12","209","0","10","218","0","0","288","10","22","715"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000509","오산고등학교","04","사립","N","","8","8","299","6","8","301","0","2","297","14","18","897"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000510","용문고등학교","04","사립","N","","21","9","456","11","4","472","1","0","492","33","13","1420"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000511","용산고등학교","04","공립","N","","20","20","479","6","10","434","0","0","446","26","30","1359"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000512","용화여자고등학교","04","사립","N","","8","20","526","3","6","537","0","1","499","11","27","1562"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000513","우신고등학교","04","사립","N","","54","90","290","4","13","211","0","3","231","58","106","732"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000514","은광여자고등학교","04","사립","N","","8","10","418","6","2","432","0","0","446","14","12","1296"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000515","은평메디텍고등학교","04","사립","N","","2","0","208","0","2","200","0","0","188","2","2","596"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000516","이화여자고등학교","04","사립","N","","25","26","431","10","10","428","0","0","408","35","36","1267"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000517","이화여자대학교사범대학부속이화금란고등학교","04","사립","N","","16","13","413","3","0","381","1","1","406","20","14","1200"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000518","인창고등학교","04","사립","N","","14","17","266","7","9","265","1","0","301","22","26","832"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000519","인헌고등학교","04","공립","N","","22","15","182","15","5","222","0","0","247","37","20","651"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000521","자양고등학교","04","공립","N","","30","18","425","12","7","443","6","1","462","48","26","1330"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000522","잠신고등학교","04","공립","N","","13","16","395","4","1","406","1","0","390","18","17","1191"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000523","잠실고등학교","04","공립","N","","0","0","288","6","4","333","0","1","369","6","5","990"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000524","잠실여자고등학교","04","사립","N","","10","12","430","5","3","421","1","1","484","16","16","1335"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000525","장충고등학교","04","사립","N","","3","14","174","3","4","151","2","0","228","8","18","553"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000526","장훈고등학교","04","사립","N","","8","39","395","6","19","309","1","0","347","15","58","1051"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000527","재현고등학교","04","사립","N","","12","16","487","6","8","504","1","3","520","19","27","1511"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000528","정신여자고등학교","04","사립","N","","19","9","468","2","4","492","0","0","470","21","13","1430"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000529","정의여자고등학교","04","사립","N","","9","4","378","3","1","472","1","0","452","13","5","1302"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000530","중경고등학교","04","공립","N","","19","28","150","1","4","125","1","1","175","21","33","450"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000531","중동고등학교","04","사립","N","","11","6","422","8","7","372","1","3","397","20","16","1191"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000532","중산고등학교","04","사립","N","","15","11","485","6","4","485","0","1","466","21","16","1436"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000533","중앙고등학교","04","사립","N","","18","24","351","11","15","309","0","2","318","29","41","978"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000534","중앙대학교사범대학부속고등학교","04","사립","N","","25","33","484","8","18","488","0","1","471","33","52","1443"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000535","중앙여자고등학교","04","사립","N","","17","16","263","11","4","257","0","1","355","28","21","875"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000536","중화고등학교","04","공립","N","","19","10","269","16","7","289","4","0","339","39","17","897"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000537","진명여자고등학교","04","사립","N","","23","11","633","8","3","632","0","0","624","31","14","1889"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000538","진선여자고등학교","04","사립","N","","25","8","453","6","2","485","0","0","491","31","10","1429"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000539","창덕여자고등학교","04","공립","N","","9","13","398","3","2","430","0","0","466","12","15","1294"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000540","창동고등학교","04","공립","N","","17","13","438","8","8","415","2","0","524","27","21","1377"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000541","창문여자고등학교","04","사립","N","","14","29","432","6","8","450","2","1","500","22","38","1382"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000542","청담고등학교","04","공립","N","","9","22","334","5","4","311","2","2","392","16","28","1037"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000543","청량고등학교","04","공립","N","","23","17","393","4","4","365","1","2","374","28","23","1132"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000544","청원고등학교","04","사립","N","","22","18","521","12","7","602","2","1","643","36","26","1766"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000545","청원여자고등학교","04","사립","N","","13","11","408","2","2","429","0","0","503","15","13","1340"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000546","충암고등학교","04","사립","N","","19","16","432","4","7","468","0","0","466","23","23","1366"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000547","태릉고등학교","04","공립","N","","24","10","322","9","4","334","0","0","431","33","14","1087"
