"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","고등부1학년 전입학생수","고등부1학년 전출학생수","고등부1학년 전체학생수","고등부2학년 전입학생수","고등부2학년 전출학생수","고등부2학년 전체학생수","고등부3학년 전입학생수","고등부3학년 전출학생수","고등부3학년 전체학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000432","명덕여자고등학교","04","사립","N","","5","17","454","1","5","498","1","0","507","7","22","1459"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000433","동국대학교사범대학부속여자고등학교","04","사립","N","","9","9","250","5","0","332","0","1","363","14","10","945"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000434","명일여자고등학교","04","공립","N","","6","21","215","7","1","248","0","0","227","13","22","690"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000435","명지고등학교","04","사립","N","","32","10","520","17","12","590","2","1","545","51","23","1655"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000436","무학여자고등학교","04","공립","N","","7","5","243","2","7","412","2","0","403","11","12","1058"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000437","서울문영여자고등학교","04","사립","N","","7","21","242","1","9","257","0","0","292","8","30","791"
"서울특별시교육청","서울특별시교육청","서울특별시 금천구","S010000438","문일고등학교","04","사립","N","","12","8","344","4","2","389","0","1","387","16","11","1120"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000439","미림여자고등학교","04","사립","N","","5","10","194","3","2","190","2","0","151","10","12","535"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000440","반포고등학교","04","공립","N","","11","18","318","13","5","357","1","0","352","25","23","1027"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000441","배명고등학교","04","사립","N","","20","12","322","12","12","401","1","1","362","33","25","1085"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000442","배문고등학교","04","사립","N","","3","9","161","2","5","238","0","0","249","5","14","648"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000443","배재고등학교","04","사립","N","","30","31","443","11","11","441","3","1","428","44","43","1312"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000444","배화여자고등학교","04","사립","N","","10","11","270","6","3","294","0","2","274","16","16","838"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000445","백암고등학교","04","사립","N","","10","9","384","11","5","437","0","0","376","21","14","1197"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000446","보성고등학교","04","사립","N","","16","6","355","1","8","440","1","0","452","18","14","1247"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000447","보성여자고등학교","04","사립","N","","1","0","205","2","1","216","0","1","178","3","2","599"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000448","삼성고등학교","04","공립","N","","16","10","168","6","5","204","0","0","208","22","15","580"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000449","상계고등학교","04","공립","N","","14","12","317","7","1","421","1","0","417","22","13","1155"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000450","상명대학교사범대학부속여자고등학교","04","사립","N","","4","11","165","1","13","239","0","2","251","5","26","655"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000451","상명고등학교","04","사립","N","","17","11","327","12","15","401","0","3","381","29","29","1109"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000452","상문고등학교","04","사립","N","","21","15","462","5","7","496","0","0","495","26","22","1453"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000453","상일여자고등학교","04","사립","N","","1","0","252","1","0","331","0","0","314","2","0","897"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000454","서라벌고등학교","04","사립","N","","16","9","470","8","9","591","0","0","562","24","18","1623"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000455","서문여자고등학교","04","사립","N","","7","20","419","2","11","510","1","2","445","10","33","1374"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000456","서울고등학교","04","공립","N","","17","10","491","9","14","575","2","0","607","28","24","1673"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000458","서울미술고등학교","04","사립","N","","8","10","205","3","2","199","0","0","201","11","12","605"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000459","서울세종고등학교","04","사립","N","","11","14","229","7","9","333","5","3","338","23","26","900"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000460","서울여자고등학교","04","공립","N","","17","13","305","10","8","342","0","1","329","27","22","976"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000461","서울체육고등학교","04","공립","N","","14","15","142","6","8","126","0","0","139","20","23","407"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000463","서초고등학교","04","공립","N","","39","15","316","12","10","377","4","1","361","55","26","1054"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000464","석관고등학교","04","공립","N","","24","10","259","6","3","278","0","0","265","30","13","802"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000465","선덕고등학교","04","사립","N","","23","21","424","4","21","400","0","2","377","27","44","1201"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000466","선일여자고등학교","04","사립","N","","6","11","269","7","3","353","0","0","329","13","14","951"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000467","선정고등학교","04","사립","N","","16","14","420","16","9","491","0","2","465","32","25","1376"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000468","성남고등학교","04","사립","N","","31","22","387","4","5","478","0","0","457","35","27","1322"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000469","성동고등학교","04","공립","N","","1","2","172","4","10","272","0","1","208","5","13","652"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000470","성보고등학교","04","사립","N","","10","4","279","5","3","319","0","0","298","15","7","896"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000471","성신여자고등학교","04","사립","N","","8","9","312","3","7","410","1","1","416","12","17","1138"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000472","성심여자고등학교","04","사립","N","","14","7","244","6","6","264","1","1","274","21","14","782"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000473","세화고등학교","04","사립","N","","20","17","397","5","2","396","0","0","391","25","19","1184"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000474","세화여자고등학교","04","사립","N","","17","22","393","8","8","391","1","0","402","26","30","1186"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000475","송곡고등학교","04","사립","N","","12","8","256","12","12","338","2","0","299","26","20","893"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000476","송곡여자고등학교","04","사립","N","","8","8","257","7","8","278","0","0","272","15","16","807"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000477","수도여자고등학교","04","공립","N","","16","9","324","5","2","400","2","2","384","23","13","1108"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000478","수락고등학교","04","공립","N","","8","5","238","2","4","266","0","1","250","10","10","754"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000479","숙명여자고등학교","04","사립","N","","30","11","465","13","10","578","0","1","597","43","22","1640"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000480","숭문고등학교","04","사립","N","","11","24","256","2","5","245","0","0","241","13","29","742"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000481","숭실고등학교","04","사립","N","","35","21","391","8","13","447","0","0","449","43","34","1287"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000482","숭의여자고등학교","04","사립","N","","12","14","302","3","5","360","0","1","343","15","20","1005"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000483","신광여자고등학교","04","사립","N","","8","2","105","5","1","137","1","2","132","14","5","374"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000484","신림고등학교","04","공립","N","","13","6","184","11","10","212","3","1","222","27","17","618"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000485","신목고등학교","04","공립","N","","39","25","451","7","9","545","0","3","561","46","37","1557"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000486","신일고등학교","04","사립","N","","17","34","385","5","7","369","0","0","380","22","41","1134"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000487","양재고등학교","04","공립","N","","16","6","303","15","5","408","1","0","319","32","11","1030"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000488","양정고등학교","04","사립","N","","19","22","399","7","7","405","0","3","405","26","32","1209"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000489","양천고등학교","04","사립","N","","8","10","371","5","5","452","0","0","434","13","15","1257"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000490","목동고등학교","04","사립","N","","3","16","423","3","7","464","1","2","556","7","25","1443"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000491","언남고등학교","04","공립","N","","16","9","229","7","5","242","3","0","236","26","14","707"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000492","여의도고등학교","04","공립","N","","15","16","292","10","14","344","1","1","347","26","31","983"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000493","여의도여자고등학교","04","공립","N","","18","10","262","8","1","313","0","0","278","26","11","853"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000494","염광고등학교","04","사립","N","","4","1","292","0","2","365","0","0","305","4","3","962"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000495","영동고등학교","04","사립","N","","9","22","329","5","7","445","0","2","453","14","31","1227"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000496","영동일고등학교","04","사립","N","","23","20","376","8","4","493","2","3","468","33","27","1337"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000497","영등포고등학교","04","공립","N","","16","12","199","6","4","189","0","0","186","22","16","574"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000498","영등포여자고등학교","04","공립","N","","11","12","199","4","3","231","0","0","244","15","15","674"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000499","영락고등학교","04","사립","N","","12","9","155","8","9","193","0","0","178","20","18","526"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000500","서울영상고등학교","04","사립","N","","8","6","155","4","3","156","0","0","150","12","9","461"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000501","영신고등학교","04","공립","N","","15","10","232","8","3","304","0","0","278","23","13","814"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000502","영신여자고등학교","04","사립","N","","13","6","322","0","0","398","0","0","457","13","6","1177"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000503","영일고등학교","04","사립","N","","18","12","400","4","7","506","1","0","495","23","19","1401"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000504","영파여자고등학교","04","사립","N","","23","9","323","4","2","361","0","1","392","27","12","1076"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000505","영훈고등학교","04","사립","N","","15","4","382","9","3","458","0","0","409","24","7","1249"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000506","예일여자고등학교","04","사립","N","","10","29","369","5","6","460","1","1","456","16","36","1285"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000507","오금고등학교","04","공립","N","","25","12","351","19","7","393","1","0","354","45","19","1098"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000508","오류고등학교","04","사립","N","","3","18","132","5","11","191","1","0","196","9","29","519"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000509","오산고등학교","04","사립","N","","17","2","216","3","6","295","0","1","286","20","9","797"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000510","용문고등학교","04","사립","N","","0","0","350","0","0","427","0","0","458","0","0","1235"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000511","용산고등학교","04","공립","N","","13","26","395","8","16","449","0","2","465","21","44","1309"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000512","용화여자고등학교","04","사립","N","","5","5","355","4","5","436","0","1","493","9","11","1284"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000513","우신고등학교","04","사립","N","","10","3","278","3","1","291","0","0","218","13","4","787"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000514","은광여자고등학교","04","사립","N","","4","12","275","4","3","401","1","1","404","9","16","1080"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000515","은평메디텍고등학교","04","사립","N","","7","15","206","5","6","191","0","0","192","12","21","589"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000516","이화여자고등학교","04","사립","N","","28","22","429","15","8","424","0","0","426","43","30","1279"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000517","이화여자대학교사범대학부속이화금란고등학교","04","사립","N","","47","54","405","16","12","399","1","1","415","64","67","1219"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000518","인창고등학교","04","사립","N","","20","19","231","9","16","296","0","0","255","29","35","782"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000519","인헌고등학교","04","공립","N","","23","11","184","7","6","203","2","1","182","32","18","569"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000521","자양고등학교","04","공립","N","","18","6","293","14","8","417","6","0","424","38","14","1134"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000522","잠신고등학교","04","공립","N","","11","29","297","5","11","402","0","2","382","16","42","1081"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000523","잠실고등학교","04","공립","N","","10","8","242","7","7","280","0","1","280","17","16","802"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000524","잠실여자고등학교","04","사립","N","","8","11","350","6","10","421","0","1","420","14","22","1191"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000525","장충고등학교","04","사립","N","","2","10","147","0","7","211","0","0","164","2","17","522"
"서울특별시교육청","서울특별시교육청","서울특별시 영등포구","S010000526","장훈고등학교","04","사립","N","","26","79","357","4","16","327","1","0","351","31","95","1035"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000527","재현고등학교","04","사립","N","","8","16","395","3","10","496","0","0","469","11","26","1360"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000528","정신여자고등학교","04","사립","N","","19","8","388","1","5","463","1","1","452","21","14","1303"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000529","정의여자고등학교","04","사립","N","","7","6","359","2","3","392","0","0","383","9","9","1134"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000530","중경고등학교","04","공립","N","","34","17","164","13","13","181","1","0","138","48","30","483"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000531","중동고등학교","04","사립","N","","22","21","411","8","12","419","0","0","416","30","33","1246"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000532","중산고등학교","04","사립","N","","12","5","335","3","5","469","1","0","461","16","10","1265"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000533","중앙고등학교","04","사립","N","","22","38","348","14","11","341","0","0","331","36","49","1020"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000534","중앙대학교사범대학부속고등학교","04","사립","N","","17","24","365","10","16","460","5","4","487","32","44","1312"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000535","중앙여자고등학교","04","사립","N","","5","17","239","8","8","276","0","0","263","13","25","778"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000536","중화고등학교","04","공립","N","","11","6","210","8","8","303","1","2","271","20","16","784"
"서울특별시교육청","서울특별시교육청","서울특별시 양천구","S010000537","진명여자고등학교","04","사립","N","","19","12","522","6","4","609","4","0","632","29","16","1763"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000538","진선여자고등학교","04","사립","N","","17","11","359","6","6","463","0","2","476","23","19","1298"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000539","창덕여자고등학교","04","공립","N","","2","13","255","6","3","377","1","0","386","9","16","1018"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000540","창동고등학교","04","공립","N","","21","14","424","4","3","490","1","0","436","26","17","1350"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000541","창문여자고등학교","04","사립","N","","13","16","348","8","2","408","0","1","414","21","19","1170"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000542","청담고등학교","04","공립","N","","23","14","240","8","6","313","2","1","309","33","21","862"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000543","청량고등학교","04","공립","N","","27","6","296","13","8","393","2","0","369","42","14","1058"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000544","청원고등학교","04","사립","N","","22","7","484","4","4","623","1","1","518","27","12","1625"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000545","청원여자고등학교","04","사립","N","","12","3","383","3","4","451","1","0","409","16","7","1243"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010000546","충암고등학교","04","사립","N","","18","6","355","4","8","407","1","0","426","23","14","1188"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000547","태릉고등학교","04","공립","N","","4","8","270","7","3","325","0","0","329","11","11","924"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000548","풍문고등학교","04","사립","N","","0","0","288","0","0","70","0","0","172","0","0","530"
